email,household_type,footage,heating_temp,cooling_temp,postal_code,utilities
llietz@bioplex.com,apartment,652,73,73,54983,electric
llimmel@zencorporation.com,house,2355,70,72,67226,"electric,gas,fuel oil"
llimmel@zoomit.com,condominium,585,,70,1074,
llinahan@gogozoom.com,townhome,1165,,,66160,gas
llinahan@kinnamplus.com,mobile home,334,73,71,97307,"electric,gas"
llinahan@lexiqvolax.com,apartment,1402,76,,98660,"electric,gas"
llinahan@singletechno.com,house,1441,72,,39087,electric
llipke@ontomedia.com,apartment,606,73,,72329,electric
llipke@rundofase.com,townhome,1805,70,74,6155,electric
llipkin@kinnamplus.com,house,1637,65,70,98030,electric
llizama@codehow.com,apartment,846,75,,3821,"electric,fuel oil"
lloader@treequote.com,house,1683,74,73,84319,
llueckenbach@doncon.com,apartment,505,74,72,48852,"electric,gas,fuel oil"
llueckenbach@zoomit.com,house,2866,73,69,73933,
llungren@doncon.com,house,554,71,68,6875,
llungren@finjob.com,house,125,75,,32236,
lmaclead@doncon.com,house,754,72,75,96793,"electric,gas"
lmadarang@ontomedia.com,house,2820,76,71,98199,gas
lmadarang@ron-tech.com,condominium,782,71,,76204,gas
lmaile@zotware.com,apartment,1006,75,76,34450,electric
lmaillard@betatech.com,house,2680,75,74,85717,
lmalet@ganjaflex.com,apartment,535,74,71,28815,electric
lmalet@golddex.com,townhome,1352,72,,52727,steam
lmallett@condax.com,apartment,786,73,,36462,electric
lmalvin@iselectrics.com,townhome,564,,74,68772,"electric,gas,steam"
lmalvin@kan-code.com,townhome,880,,70,13310,"electric,gas"
lmalvin@labdrill.com,townhome,3422,74,,96846,electric
lmanno@doncon.com,house,1160,70,,77005,electric
lmanno@fasehatice.com,townhome,1037,72,,99606,"electric,gas"
lmanno@plexzap.com,apartment,427,72,,4764,"electric,gas,steam"
lmarrier@blackzim.com,apartment,827,75,71,6040,fuel oil
lmarrier@opentech.com,apartment,760,76,,62898,gas
lmartabano@funholding.com,apartment,895,73,,25501,"electric,steam"
lmastella@fasehatice.com,house,1527,71,69,54135,"electric,gas"
lmastella@ganjaflex.com,house,759,69,73,99141,electric
lmastella@isdom.com,apartment,1145,66,75,40340,
lmauson@bioplex.com,house,156,71,72,54874,"electric,fuel oil"
lmaybury@domzoom.com,apartment,323,73,75,93626,
lmaybury@finhigh.com,townhome,3488,74,,37395,"electric,gas"
lmaynerich@bioplex.com,apartment,1971,75,69,35649,gas
lmclaird@blackzim.com,townhome,1255,75,75,57067,
lmclaird@ganjaflex.com,house,685,69,75,85633,gas
lmclaird@stanredtax.com,house,759,76,72,215,gas
lmcnease@dontechi.com,apartment,825,71,,22711,electric
lmcnease@nam-zim.com,house,1292,70,74,41017,fuel oil
lmconnell@scotfind.com,apartment,551,75,69,25976,
lmcrae@warephase.com,apartment,2116,69,70,2188,"electric,fuel oil"
lmeinerding@domzoom.com,apartment,1507,72,74,57016,electric
lmeinerding@warephase.com,house,2264,68,73,10629,"electric,gas,fuel oil"
lmenter@finjob.com,apartment,161,69,75,59044,"electric,gas"
lmenter@hottechi.com,house,3266,72,73,17580,
lmenter@plusstrip.com,condominium,1918,75,73,37723,"electric,gas,fuel oil"
lmerced@silis.com,house,130,75,,59007,electric
lmerced@zumgoity.com,apartment,1193,74,71,56164,"gas,steam"
lmeteer@plusstrip.com,mobile home,1151,69,73,17921,steam
lmiceli@donware.com,townhome,1723,74,,59866,"electric,steam"
lmiceli@inity.com,apartment,82,68,72,91365,"electric,gas"
lmiceli@newex.com,apartment,713,69,74,75223,gas
lmiceli@silis.com,apartment,465,,,29608,electric
lmirafuentes@ron-tech.com,house,1355,76,71,2467,"electric,gas,fuel oil"
lmiro@yearin.com,townhome,651,64,68,60144,
lmondella@conecom.com,townhome,1610,,73,98223,"gas,fuel oil"
lmonterrubio@groovestreet.com,apartment,1244,69,,67488,gas
lmorasca@kinnamplus.com,condominium,1259,71,73,23085,"electric,gas,steam"
lmorocco@newex.com,house,1204,,73,33410,"electric,gas"
lmorocco@sonron.com,townhome,1281,72,69,95970,
lmotley@sumace.com,condominium,757,72,,47130,"steam,fuel oil"
lmugnolo@doncon.com,house,769,70,75,42058,
lmulqueen@condax.com,apartment,84,75,75,61025,"gas,steam"
lmulqueen@iselectrics.com,apartment,521,70,71,38746,"electric,gas"
lmunis@y-corporation.com,house,656,69,73,55434,electric
lmunns@hottechi.com,townhome,1985,75,,77564,electric
lmunns@zotware.com,house,756,76,69,94708,electric
lmyricks@openlane.com,house,2035,78,73,45383,"electric,steam"
lnabours@konmatfix.com,townhome,1589,69,71,26559,
lnabours@rundofase.com,apartment,886,74,69,79344,steam
lnachor@scottech.com,townhome,765,74,,55796,electric
lnayar@dambase.com,condominium,44,72,68,14484,electric
lneither@iselectrics.com,apartment,896,75,73,97466,fuel oil
lnestle@finhigh.com,townhome,680,70,74,21659,"electric,gas,steam"
lnewville@mathtouch.com,apartment,310,72,,4920,electric
lnewville@xx-zobam.com,house,230,73,74,56716,
lnievas@betasoloin.com,house,1006,73,68,36722,
lnievas@cancity.com,apartment,650,,73,77024,"electric,gas"
lnunlee@scottech.com,condominium,1068,71,71,15531,"electric,steam"
logg@labdrill.com,townhome,741,70,,46140,"electric,gas,fuel oil"
loldroyd@inity.com,apartment,1189,74,70,86337,
loldroyd@kinnamplus.com,house,1505,72,71,11954,"electric,gas,steam,fuel oil"
lonofrio@opentech.com,house,1087,74,,83643,"electric,gas"
lonofrio@rangreen.com,house,788,73,70,45719,
lostolaza@sunnamplex.com,townhome,1144,65,73,95108,gas
lostrosky@opentech.com,mobile home,217,70,73,56468,"electric,gas"
lpaa@dontechi.com,apartment,1095,74,72,18972,electric
lpagliuca@lexiqvolax.com,house,1630,74,76,21754,electric
lpalaia@hatfan.com,apartment,940,69,,83251,gas
lpalaia@nam-zim.com,house,1265,73,72,75050,
lpalaia@ontomedia.com,house,981,68,74,48856,fuel oil
lpalaia@singletechno.com,house,1284,71,71,38281,electric
lpalaspas@funholding.com,house,3202,71,,28420,electric
lpalaspas@labdrill.com,condominium,509,72,,46220,"gas,steam,fuel oil"
lpapasergi@goodsilron.com,house,2233,69,,34282,"electric,fuel oil"
lpaprocki@goodsilron.com,house,922,68,74,24925,"electric,gas"
lpaprocki@year-job.com,townhome,1108,72,72,33355,electric
lparlato@donquadtech.com,house,947,77,72,70195,"electric,fuel oil"
lparlato@gogozoom.com,mobile home,282,74,70,96751,gas
lparvis@j-texon.com,apartment,1060,72,71,17223,gas
lparvis@lexiqvolax.com,apartment,939,75,71,48472,
lparvis@streethex.com,house,776,71,,46058,"electric,gas"
lpatak@ontomedia.com,house,1261,68,68,27503,gas
lpaulas@codehow.com,apartment,484,66,,44620,electric
lpawlowicz@zathunicon.com,condominium,111,71,72,4276,
lperigo@lexiqvolax.com,townhome,1455,73,,57223,"electric,steam"
lperin@betatech.com,apartment,1939,,69,46069,"electric,gas"
lperin@ontomedia.com,house,632,,69,54667,"electric,gas"
lperruzza@doncon.com,house,1144,68,73,85932,
lpinilla@zumgoity.com,apartment,1619,72,74,8089,"electric,gas"
lplumer@zotware.com,condominium,1150,70,,80000,"electric,fuel oil"
lpolidori@konex.com,apartment,797,72,,6247,"electric,gas"
lpolidori@zoomit.com,house,1338,74,72,70048,"gas,steam"
lpugh@conecom.com,townhome,98,71,74,32531,electric
lpugh@yearin.com,apartment,827,78,74,81102,"electric,fuel oil"
lradde@inity.com,townhome,2338,68,,56291,
lragel@iselectrics.com,apartment,917,75,72,34217,electric
lragel@zoomit.com,apartment,1119,68,72,38066,"gas,fuel oil"
lraymo@faxquote.com,apartment,73,74,,56051,"gas,fuel oil"
lrentfro@codehow.com,apartment,506,68,76,18848,
lrhoden@inity.com,mobile home,224,72,73,3864,"electric,gas"
lrhym@bioplex.com,townhome,2120,71,70,84523,gas
lrhym@rundofase.com,mobile home,533,76,72,32582,"electric,gas"
lrodeigues@kinnamplus.com,house,170,74,,92108,"electric,gas,fuel oil"
lrodenberger@statholdings.com,townhome,689,66,71,10703,
lroyster@rantouch.com,condominium,164,69,75,97493,electric
lroyster@sumace.com,apartment,1283,73,,51467,gas
lroyster@sunnamplex.com,townhome,2531,75,73,8886,electric
lruta@sumace.com,townhome,487,71,73,99559,
lruta@yearin.com,house,1705,68,73,83343,electric
lsahagun@betatech.com,condominium,546,,,75460,
lsama@openlane.com,apartment,396,76,74,50536,"electric,gas"
lsamu@inity.com,apartment,562,76,72,77041,"electric,steam"
lsamu@zencorporation.com,townhome,689,74,69,92728,electric
lsarao@lexiqvolax.com,townhome,580,68,75,72115,"gas,fuel oil"
lsarao@rantouch.com,townhome,228,70,70,68661,gas
lsaras@dambase.com,apartment,1065,70,72,90809,"electric,gas,steam,fuel oil"
lsawchuk@plussunin.com,townhome,486,75,,15754,electric
lsayaphon@rangreen.com,apartment,85,,,89020,"electric,gas"
lsaylors@cancity.com,apartment,171,70,,56020,"electric,gas"
lschemmer@dontechi.com,apartment,1111,69,73,13042,
lscheyer@domzoom.com,townhome,64,,74,83637,
lscheyer@funholding.com,house,1501,70,,55741,"electric,gas"
lschmaltz@betatech.com,condominium,475,66,,17839,
lschmaltz@golddex.com,townhome,1375,73,,27040,
lschnitzler@sonron.com,apartment,667,76,74,59420,
lscipione@zathunicon.com,apartment,1601,72,,49248,
lseewald@rundofase.com,apartment,1543,75,,12850,
lsemidey@faxquote.com,apartment,614,77,69,71350,fuel oil
lsengbusch@toughzap.com,house,2879,69,73,54621,gas
lsergi@plexzap.com,house,87,72,74,23399,
lshealy@conecom.com,house,2073,,70,73402,gas
lshields@finjob.com,apartment,167,74,75,6239,fuel oil
lshields@groovestreet.com,apartment,902,,75,78573,gas
lshin@golddex.com,house,89,71,,36346,gas
lshinko@xx-holding.com,house,602,72,71,24111,electric
lshire@lexiqvolax.com,house,1640,,72,2090,"gas,fuel oil"
lsilvestrini@nam-zim.com,house,2948,76,69,58705,electric
lsilvestrini@zotware.com,house,775,71,72,55792,"electric,gas"
lsimilton@blackzim.com,apartment,622,,75,4294,steam
lsimilton@rangreen.com,house,1348,72,73,44123,gas
lskursky@dalttechnology.com,house,951,76,,18427,"electric,steam"
lskursky@ganjaflex.com,mobile home,781,72,,62356,fuel oil
lslayton@rundofase.com,mobile home,465,75,73,18769,"electric,fuel oil"
lsmith@cancity.com,townhome,1381,76,,79698,gas
lspickerman@sunnamplex.com,condominium,429,74,72,8505,"gas,steam"
lspringe@ganjaflex.com,condominium,1518,69,72,49094,electric
lsteffensmeier@funholding.com,apartment,87,70,72,47037,"gas,steam,fuel oil"
lsteier@green-plus.com,house,1694,69,75,95344,
lstem@bioholding.com,townhome,1115,69,76,12793,"electric,gas,fuel oil"
lstem@labdrill.com,house,1636,73,,99622,"electric,gas,fuel oil"
lstimmel@iselectrics.com,condominium,1215,71,,13460,"electric,gas"
lstimmel@konex.com,house,1095,76,,48614,"gas,fuel oil"
lstockham@sunnamplex.com,townhome,1289,,72,94282,electric
lstrassner@kan-code.com,apartment,1807,75,72,75422,fuel oil
lstuer@kan-code.com,apartment,435,70,72,63345,
lsuffield@scottech.com,house,2307,73,72,23147,electric
lsweely@rangreen.com,house,1176,73,69,41828,electric
lsweigard@toughzap.com,house,716,75,,23176,"electric,fuel oil"
lsyrop@domzoom.com,house,1952,71,72,10110,"gas,fuel oil"
ltagala@bioplex.com,apartment,1382,73,74,57248,gas
ltagala@conecom.com,mobile home,181,70,76,43981,"electric,fuel oil"
ltawil@plusstrip.com,townhome,1347,76,74,80131,electric
ltawil@zotware.com,house,117,73,74,92120,"electric,gas"
lthreets@blackzim.com,apartment,1256,72,,32897,
lthreets@rangreen.com,house,1859,73,74,74641,electric
lthyberg@opentech.com,house,1209,75,72,79252,"electric,steam"
lthyberg@toughzap.com,townhome,1704,76,71,32683,"electric,gas,steam"
ltimenez@isdom.com,townhome,1224,71,,36114,gas
ltimenez@rangreen.com,apartment,939,72,,38560,electric
ltjepkema@zencorporation.com,apartment,46,71,,61279,
ltollner@funholding.com,mobile home,681,72,72,83201,"electric,gas"
ltollner@golddex.com,apartment,1080,75,72,13480,"electric,gas"
ltomblin@condax.com,apartment,915,71,,30821,electric
ltomblin@plusstrip.com,townhome,2278,69,72,87825,
ltoyama@rundofase.com,apartment,1201,67,73,75457,gas
ltreston@ganjaflex.com,condominium,1818,75,72,83633,"electric,gas,fuel oil"
ltromblay@isdom.com,house,1446,71,75,61771,electric
lvanausdal@zumgoity.com,house,1576,72,72,67870,
lvarriano@toughzap.com,house,1056,78,73,63133,"electric,gas"
lvenere@domzoom.com,apartment,903,70,70,41537,"electric,gas,steam"
lvenere@ganjaflex.com,mobile home,455,77,72,30412,electric
lvenere@rangreen.com,apartment,893,73,69,979,electric
lventura@betasoloin.com,condominium,1563,71,73,59523,
lventura@stanredtax.com,condominium,99,71,,72165,electric
lvillanueva@betasoloin.com,house,524,70,74,7642,electric
lvinning@hatfan.com,house,1419,69,72,83114,electric
lvizarro@condax.com,apartment,132,74,69,39501,"electric,gas,fuel oil"
lvizarro@hatfan.com,house,4371,78,72,28380,
lwardrip@streethex.com,apartment,2162,73,72,21795,gas
lwaymire@konmatfix.com,mobile home,242,78,71,23454,electric
lweglarz@cancity.com,condominium,512,72,70,37064,
lweglarz@codehow.com,condominium,636,,70,72522,electric
lweglarz@conecom.com,apartment,933,70,71,71260,"electric,gas,fuel oil"
lweglarz@dalttechnology.com,house,1281,65,73,46176,fuel oil
lweirather@faxquote.com,apartment,49,72,,24433,"electric,gas"
lweirather@sunnamplex.com,condominium,1092,73,,60913,gas
lwenner@blackzim.com,house,3488,70,73,24958,"gas,fuel oil"
lwenzinger@konmatfix.com,house,1506,72,71,40292,"electric,fuel oil"
lwhobrey@mathtouch.com,house,2236,74,72,30442,"electric,gas"
lwieser@green-plus.com,apartment,803,73,,50139,electric
lwiklund@codehow.com,house,293,69,72,66066,"electric,gas"
lwiklund@inity.com,apartment,693,,72,10471,"electric,gas"
lwiklund@konex.com,house,813,73,72,30044,gas
lwitten@dontechi.com,house,2179,74,,29164,"electric,steam"
lwolfgramm@betasoloin.com,townhome,402,73,,73562,electric
lwolfgramm@scottech.com,apartment,931,75,71,12305,fuel oil
lwolfgramm@warephase.com,house,1945,76,76,19517,gas
lworlds@plexzap.com,mobile home,352,71,,63469,electric
lworlds@plussunin.com,condominium,930,,71,33760,fuel oil
lwrinkles@blackzim.com,apartment,474,75,,36109,"electric,gas,fuel oil"
lyglesias@dalttechnology.com,house,1661,76,75,4290,electric
lyori@ganjaflex.com,condominium,637,68,74,98570,gas
lyori@opentech.com,apartment,149,73,,73547,gas
lyori@zoomit.com,apartment,1233,77,74,21912,electric
lyum@lexiqvolax.com,apartment,355,74,,16253,electric
lyum@ontomedia.com,townhome,606,72,75,81022,gas
lzane@y-corporation.com,apartment,792,72,,72381,steam
mabdallah@kan-code.com,apartment,550,,73,97467,electric
macuff@iselectrics.com,house,1486,70,73,18256,"electric,gas"
madkin@faxquote.com,apartment,578,71,74,46207,
madkin@silis.com,house,1411,75,68,72327,fuel oil
mahle@kinnamplus.com,apartment,785,,72,29636,"electric,gas,fuel oil"
malbares@goodsilron.com,house,1538,,71,16422,"electric,gas,fuel oil"
mamigon@donquadtech.com,house,1386,73,70,37879,
mamigon@ganjaflex.com,apartment,646,70,71,4330,gas
mamigon@statholdings.com,mobile home,201,73,,99791,
mamyot@fasehatice.com,house,3490,70,,92418,fuel oil
mandreason@domzoom.com,townhome,430,74,75,32504,"electric,fuel oil"
mandreason@faxquote.com,townhome,845,74,,93013,
mankeny@ron-tech.com,house,137,75,76,84328,"electric,gas,fuel oil"
maquas@conecom.com,townhome,577,,72,54499,gas
maquas@plussunin.com,condominium,848,76,69,65299,electric
marceo@bioplex.com,apartment,755,69,72,42431,"electric,fuel oil"
maredondo@nam-zim.com,house,204,65,72,33121,
masar@zumgoity.com,apartment,1067,73,72,51342,gas
mauber@hottechi.com,apartment,590,68,70,14004,
mauffrey@blackzim.com,apartment,1351,74,72,48806,
mauffrey@inity.com,apartment,488,76,73,66858,electric
mauffrey@kan-code.com,apartment,1011,75,73,2672,electric
mauffrey@zotware.com,house,1172,72,70,25090,electric
mbartolet@betatech.com,apartment,475,73,72,46619,
mbatman@doncon.com,house,4618,75,,70631,"electric,gas,steam"
mbenimadho@finhigh.com,house,1497,74,68,90046,fuel oil
mbenimadho@green-plus.com,house,2221,68,71,45855,electric
mbenimadho@stanredtax.com,house,902,,73,33672,fuel oil
mbennick@lexiqvolax.com,apartment,993,71,75,19058,fuel oil
mberganza@green-plus.com,house,139,69,75,56633,
mberray@groovestreet.com,apartment,2056,72,,32890,gas
mbiddy@j-texon.com,condominium,2500,72,72,23890,electric
mbiddy@rundofase.com,townhome,1620,69,70,33572,gas
mbiddy@zumgoity.com,condominium,1190,78,,77065,gas
mbilden@donware.com,condominium,2058,71,68,64439,fuel oil
mbirkner@inity.com,house,1518,73,74,93110,"electric,gas"
mbirkner@lexiqvolax.com,house,1463,65,73,75016,fuel oil
mbirkner@stanredtax.com,townhome,951,71,71,98019,"electric,gas,steam"
mbitsuie@bioplex.com,apartment,1119,74,73,56093,gas
mblackwood@mathtouch.com,condominium,1021,,72,63588,
mbookamer@finjob.com,apartment,1015,75,70,57070,"electric,gas"
mbourbon@betatech.com,mobile home,323,76,70,71671,fuel oil
mbourbon@statholdings.com,apartment,1410,74,75,25703,"electric,gas"
mbrachle@konex.com,townhome,573,67,76,48891,"electric,gas"
mbriddick@funholding.com,apartment,378,71,73,22650,electric
mbriddick@ganjaflex.com,condominium,900,72,73,985,electric
mbrossart@sonron.com,apartment,53,71,,93531,gas
mbrucato@dambase.com,apartment,1025,,76,24280,electric
mbubash@streethex.com,townhome,615,76,,68960,gas
mbutt@goodsilron.com,apartment,1589,74,,45682,
mbutzen@bioplex.com,apartment,1008,72,74,50278,"electric,gas"
mbutzen@lexiqvolax.com,apartment,344,,,81419,fuel oil
mbuvens@streethex.com,apartment,505,,69,41831,
mcaiafa@blackzim.com,apartment,1769,,,87057,gas
mcaldarera@blackzim.com,apartment,494,65,76,66752,"electric,gas"
mcallaro@domzoom.com,apartment,943,70,,94278,steam
mcampain@rangreen.com,apartment,1508,73,75,68874,"electric,steam"
mcandlish@nam-zim.com,apartment,431,76,73,13071,"electric,fuel oil"
mcanlas@donquadtech.com,mobile home,281,,,86427,gas
mcanlas@zotware.com,house,1913,73,72,38281,gas
mcaudy@newex.com,apartment,1309,,,38826,
mcaudy@xx-zobam.com,house,2411,68,73,55315,"electric,gas,steam,fuel oil"
mchui@betatech.com,apartment,628,70,74,12204,"electric,fuel oil"
mchui@funholding.com,townhome,1493,76,73,28747,
mchui@isdom.com,condominium,1448,75,72,61202,gas
mcolla@donware.com,house,124,70,76,4086,gas
mcomnick@hottechi.com,house,924,64,,59640,fuel oil
mcorrio@finhigh.com,mobile home,238,68,71,97625,
mdallen@mathtouch.com,house,889,,,58311,electric
mdarakjy@stanredtax.com,apartment,964,75,73,29206,fuel oil
mdelasancha@j-texon.com,house,99,,,61932,"electric,gas,fuel oil"
mdelasancha@xx-zobam.com,mobile home,376,70,,22948,
mdenooyer@rantouch.com,townhome,1368,73,71,24102,
mdenooyer@yearin.com,house,1543,76,70,4774,electric
mdewar@mathtouch.com,mobile home,51,76,73,49777,"electric,gas"
mdhamer@hottechi.com,townhome,2101,75,,80516,electric
mdhamer@konex.com,house,1818,73,73,33135,gas
mdhamer@plusstrip.com,apartment,930,76,72,14538,"electric,gas,steam,fuel oil"
mdiestel@ontomedia.com,house,1411,72,73,65302,"electric,gas"
mdinos@blackzim.com,house,908,74,73,91521,
mdinos@plussunin.com,apartment,86,,76,37851,"electric,gas,steam"
mdopico@condax.com,house,1725,71,72,24115,"electric,fuel oil"
mdubaldi@j-texon.com,house,2184,71,69,78725,electric
mduenas@betasoloin.com,apartment,830,69,,42351,gas
mduenas@konex.com,house,815,76,73,35202,
meanes@bioplex.com,house,803,75,73,15774,gas
mehmann@yearin.com,house,129,,,33587,"gas,fuel oil"
memard@faxquote.com,house,716,76,69,80420,"electric,steam"
memard@inity.com,condominium,377,75,73,76469,electric
memigh@blackzim.com,apartment,583,72,72,27711,"electric,gas"
mengelberg@sonron.com,house,2129,77,74,77002,"electric,gas"
mengelberg@zumgoity.com,house,1393,75,,73842,gas
meroman@singletechno.com,house,104,74,71,31520,electric
meschberger@dalttechnology.com,apartment,1345,69,72,48157,"electric,gas"
mestell@j-texon.com,apartment,1067,75,,67485,
