household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
gmccullan@opentech.com	1	Parjubax Holdings	Repebamistor	water_heater						electric	51.1	112	4629
gmccullan@opentech.com	2	Vartaninazz Direct Corp.		air_handler	air_conditioner,heatpump	1.7		26.9	62.0				6442
gmccullan@opentech.com	3	Truvenopantor	Haperin	air_handler	heatpump,heater		gas	25.5	32.6				6098
gmccullan@opentech.com	4	Retinomman International Corp.	Endjubex	air_handler	heatpump,air_conditioner	4.7		20.9	44.2				7355
gmccullan@opentech.com	5	Hapdimamex WorldWide	Barsapor	air_handler	heatpump,air_conditioner	1.9		16.6	55.2				8405
gmccullan@opentech.com	6	Haphupin Holdings Corp.	Tipnipentor	air_handler	heater		electric						5410
gmcnease@betasoloin.com	1	Dopdimaquor Holdings Company		air_handler	air_conditioner,heater,heatpump	3.4	electric	23.5	38.3				5134
gmcnease@betasoloin.com	2	Bartumplentor	Hapzapar	air_handler	air_conditioner	3.9							2689
gmcnease@betasoloin.com	3	Dopquestan WorldWide	Supjubantor	air_handler	air_conditioner	0.7							3002
gmcrae@inity.com	1	Uppickentor	Tippickazz	air_handler	air_conditioner	2.3							6431
gmcrae@inity.com	2	Rezapupar Direct Company	Cipwerpaquentor	air_handler	heater		electric						6766
gmcrae@inity.com	3	Varwerinazz	Mondimplin	water_heater						electric	11.6	100	7355
gmcrae@inity.com	4	Barjubentor Corp.		air_handler	heatpump			21.8	51.7				5106
gmcrae@inity.com	5	Tuppebinistor WorldWide	Adpickantor	water_heater						gas	36.7	123	5912
gmcrae@inity.com	6	Raperewex Holdings	Surquestower	air_handler	air_conditioner	3.2							6654
gmeinerding@fasehatice.com	1	Groericator WorldWide Inc	Tipbanommax	air_handler	air_conditioner,heater	2.8	electric						6483
gmeinerding@fasehatice.com	2	Hapquestover Direct	Montininower	water_heater						gas	99.1	167	4166
gmeinerding@fasehatice.com	3	Unrobomman WorldWide	Monglibimentor	air_handler	heater		gas						3899
gmeinerding@fasehatice.com	4	Emquestantor WorldWide		air_handler	heatpump			17.9	58.7				5813
gmeinerding@fasehatice.com	5	Rerobazz	Tipnipentor	air_handler	heatpump			20.9	29.0				3710
gmeinerding@fasehatice.com	6	Uphupentor Holdings	Rapbanegover	air_handler	heater,air_conditioner	1.4	electric						7052
gmeinerding@fasehatice.com	7	Truwerentor WorldWide Corp.	Endwerax	air_handler	heater		electric						4842
gmeteer@scottech.com	1	Parjubax Holdings	Uncadistor	air_handler	air_conditioner	1.6							5778
gmeteer@scottech.com	2	Winbanin Holdings Inc		air_handler	air_conditioner,heatpump	2.4		18.1	42.7				6942
gmeteer@scottech.com	3	Varsipazz Direct	Monsapplover	air_handler	heatpump			20.6	28.8				4130
gmiceli@betasoloin.com	1	Suprobefax WorldWide Company	Trufropistor	air_handler	heater,heatpump		electric	24.5	41.0				4109
gmiceli@yearin.com	1	Qwiweror Holdings	Barwerax	air_handler	air_conditioner,heater	2.9	electric						12379
gmirafuentes@condax.com	1	Recadedin Direct	Cipbananistor	water_heater						electric	15.8	110	6167
gmirafuentes@condax.com	2	Tupfropantor		water_heater						electric	14.1	121	6780
gmirafuentes@condax.com	3	Requestor Holdings	Rerobedgar	air_handler	air_conditioner	1.8							6756
gmodzelewski@xx-holding.com	1	Injuban	Cipquestistor	air_handler	air_conditioner,heater	13.5	electric						13867
gmorasca@sunnamplex.com	1	Rapdimonazz Direct Inc	Klicadupicator	water_heater						electric	19.2	107	10587
gmorasca@sunnamplex.com	2	Partanommentor	Emerilar	air_handler	air_conditioner	3.1							11853
gmorasca@sunnamplex.com	3	Supsapommantor WorldWide Inc	Thrurobar	water_heater						gas	17.6	112	9685
gmotley@zencorporation.com	1	Surrobin Inc		water_heater						electric	39.0	214	1135
gmotley@zencorporation.com	2	Uptumicator WorldWide	Endtanador	air_handler	heatpump			27.9	53.7				1296
gmotley@zencorporation.com	3	Truhupar Direct	Rapfroponover	water_heater						electric	59.0	124	1779
gmotley@zencorporation.com	4	Qwizapaquan Inc	Frozapadover	water_heater						thermosolar	92.7	161	1542
gmunis@kan-code.com	1	Winsapplover	Adtumicator	air_handler	heatpump			17.3	49.8				5628
gmunis@kan-code.com	2	Parsapomman	Tuppebonar	air_handler	heatpump			28.7	36.8				2896
gmunis@kan-code.com	3	Frojubicator	Dopsapazz	air_handler	heatpump,air_conditioner	2.5		20.3	40.9				5634
gnicka@ron-tech.com	1	Dopjubupicator	Parvenommin	air_handler	heater,air_conditioner	4.1	gas						11231
gnicka@ron-tech.com	2	Cipnipax	Zeezapar	air_handler	heatpump,air_conditioner	6.4		18.4	41.7				10229
gnicka@ron-tech.com	3	Lombanedgan	Unjubanentor	water_heater						electric	24.1	117	4914
gnicka@ron-tech.com	4	Parquestantor Holdings Group	Barpebin	air_handler	air_conditioner	2.4							6414
gnicka@ron-tech.com	5	Thrutanazz Company	Endpickegantor	air_handler	heatpump,air_conditioner	2.4		22.5	49.6				10571
gnicka@ron-tech.com	6	Winsipexar WorldWide	Lombanistor	air_handler	heatpump			26.5	47.3				5753
gnicolozakes@dambase.com	1	Tiperex Group		air_handler	heater		fuel oil						3927
gnicolozakes@dambase.com	2	Monpickedgazz International		air_handler	heatpump			20.3	44.2				3257
gnicolozakes@dambase.com	3	Tippickopin Direct		air_handler	heatpump,heater,air_conditioner	3.3	electric	15.1	41.7				5836
gnunlee@treequote.com	1	Dopglibefazz Company	Cippebimex	air_handler	heater		gas						8212
gnunlee@treequote.com	2	Tipbanan International	Trupeban	water_heater						electric	41.4	174	6731
gnunlee@treequote.com	3	Monjubin	Varwerpedgantor	air_handler	air_conditioner	3.5							10403
gnunlee@treequote.com	4	Hapjubex Inc	Adsapopover	air_handler	heater		electric						7718
gnunlee@treequote.com	5	Intanaquistor Direct Inc		air_handler	heatpump,heater		gas	22.8	45.7				11286
gnunlee@treequote.com	6	Unpebaquover Holdings	Surjubepicator	air_handler	heater		electric						8261
gostolaza@konex.com	1	Inglibor International	Barsapopistor	air_handler	heater		electric						11832
gostrosky@y-corporation.com	1	Adcadackor Direct Company	Frodudefor	air_handler	heater		electric						5222
gostrosky@y-corporation.com	2	Zeenipentor	Winwerpilover	water_heater						gas	56.9	104	5532
gostrosky@y-corporation.com	3	Dopmunazz	Rapglibover	air_handler	heater		electric						4975
gostrosky@zoomit.com	1	Rewerpedan WorldWide Group	Uphupopentor	air_handler	heatpump			13.5	46.4				7713
gostrosky@zoomit.com	2	Monwerexan International Corp.	Gropickex	air_handler	heatpump			23.8	43.9				8514
gostrosky@zoomit.com	3	Rerobex	Mondudantor	water_heater						electric	48.2	215	7997
gpalaia@xx-zobam.com	1	Vartanazz International	Lomerackantor	air_handler	heatpump			22.0	39.8				18343
gpapasergi@scottech.com	1	Barwerackazz WorldWide Group		water_heater						electric	10.3	117	3902
gpapasergi@scottech.com	2	Adwerponantor Inc	Haperommex	air_handler	air_conditioner	1.4							3716
gpapasergi@scottech.com	3	Tupdudower	Enddudex	air_handler	heater		gas						3982
gpaprocki@dontechi.com	1	Dopsipegentor Direct		air_handler	heater		gas						4318
gpaprocki@dontechi.com	2	Varkilamover WorldWide	Unjubopan	air_handler	air_conditioner,heatpump	2.0		21.4	36.3				5777
gpaprocki@dontechi.com	3	Tupdudower	Upsapackar	air_handler	heatpump			16.2	49.4				3421
gparlato@faxquote.com	1	Vartanicator Group	Hapmuniman	air_handler	heatpump			25.6	33.1				6578
gparlato@faxquote.com	2	Raptinefazz	Cipsapazz	air_handler	heater		electric						9163
gparlato@faxquote.com	3	Trubanilex		air_handler	heater,heatpump		gas	19.5	24.1				12943
gpedrozo@betatech.com	1	Tippebantor WorldWide		water_heater						electric	64.5	205	3967
gpedrozo@betatech.com	2	Reglibedgower	Klivenor	water_heater						electric	27.6	106	3915
gpedrozo@betatech.com	3	Varbanower International	Hapkilimentor	air_handler	air_conditioner	1.2							3758
gpedrozo@betatech.com	4	Tippebantor WorldWide	Tupsipistor	air_handler	heatpump			21.3	44.4				3646
gpedrozo@betatech.com	5	Barquestollicator	Zeefropin	air_handler	air_conditioner	1.6							3747
gpedrozo@betatech.com	6	Adquestower Direct Company	Surbanedgower	air_handler	air_conditioner	1.3							5160
gpedrozo@betatech.com	7	Varrobegower Company	Adsipinower	air_handler	heatpump			20.4	44.7				4954
gpedrozo@betatech.com	8	Ciperepazz Direct Inc	Tupbananax	air_handler	air_conditioner,heatpump	4.1		30.4	35.1				7522
gpedrozo@betatech.com	9	Zeewerpistor Holdings	Rapsapimower	air_handler	heatpump,heater,air_conditioner	4.8	electric	19.2	34.7				8268
gpedrozo@betatech.com	10	Barwerackazz WorldWide Group		water_heater						electric	13.5		4691
gpedrozo@betatech.com	11	Suprobefax WorldWide Company	Thruhupaquan	water_heater						gas	46.1		4516
gpedrozo@betatech.com	12	Lomtanar International	Adpickover	air_handler	heater,heatpump		electric	15.4	37.7				6305
gperez@zumgoity.com	1	Qwizaponover	Adkilplover	air_handler	heatpump			24.2	42.2				6666
gperez@zumgoity.com	2	Dopnipicar		air_handler	air_conditioner	2.5							10103
gperez@zumgoity.com	3	Lomtanover Holdings		water_heater						electric	48.2	117	5942
gperigo@zumgoity.com	1	Recadamentor WorldWide	Thruquestollin	water_heater						electric	77.7	212	6525
gperigo@zumgoity.com	2	Hapsipaquentor Direct	Haptaninor	air_handler	heater		gas						7234
gperigo@zumgoity.com	3	Frofropopicator Direct	Tipsipommover	water_heater						electric	34.5	148	6336
gperin@treequote.com	1	Unpickazz WorldWide	Qwikilicantor	air_handler	air_conditioner	9.6							8649
gperin@treequote.com	2	Winsapicator International	Fromunan	air_handler	heatpump			30.4	46.3				9591
gperin@treequote.com	3	Qwivenepax Holdings	Tupmunefax	air_handler	heater		electric						9713
gperin@treequote.com	4	Inkilazz Corp.	Tipjubupicator	air_handler	heater		gas						10164
gperin@year-job.com	1	Endjubupover International Company		air_handler	air_conditioner,heatpump	1.8		14.5	42.9				6521
gperin@year-job.com	2	Tupvenonax	Dopcadopantor	air_handler	air_conditioner	0.8							3418
gperin@year-job.com	3	Zeewerar Holdings	Adrobommistor	air_handler	heatpump			21.0	26.9				3990
gpoquette@konex.com	1	Vartanover	Pareropar	air_handler	heatpump			19.8	38.1				4163
greiber@y-corporation.com	1	Grosapover Holdings	Unnipax	air_handler	heater		gas						4961
greiber@y-corporation.com	2	Thrujubewex	Mondimadicator	water_heater						electric	15.2	103	3844
greiber@y-corporation.com	3	Cipmunax	Cipbanower	air_handler	heatpump,air_conditioner	2.1		19.0	46.3				5919
greitler@fasehatice.com	1	Barvenar Inc	Tippickollantor	water_heater						electric	36.1	131	14149
grentfro@iselectrics.com	1	Barsipicar Holdings Inc	Inwerpax	air_handler	air_conditioner,heatpump	1.6		18.4	44.9				6653
grentfro@iselectrics.com	2	Qwidimilicator	Lomsipicin	water_heater						electric	13.8	157	4564
grentfro@iselectrics.com	3	Inrobin International	Winfropexicator	air_handler	heatpump,air_conditioner	1.7		27.6	49.2				5991
grentfro@iselectrics.com	4	Qwibanonin Direct	Upcadimex	water_heater						gas	35.7	110	5102
grentfro@treequote.com	1	Lomdimefentor Direct	Groeraquan	water_heater						gas	59.5	143	7608
grentfro@treequote.com	2	Thrurobicar WorldWide		air_handler	air_conditioner	2.0							8533
grentfro@treequote.com	3	Intanaquistor Direct Inc	Dopericator	water_heater						electric	72.1	111	7993
grentfro@treequote.com	4	Monzapupin Direct Company	Qwiquestamax	air_handler	heatpump			20.1	40.0				8068
grhymes@konmatfix.com	1	Cipbanower Direct Company	Varnipadazz	air_handler	air_conditioner	5.0							5520
grhymes@konmatfix.com	2	Varcadilax Direct	Thrurobadistor	air_handler	air_conditioner	4.7							5017
grhymes@konmatfix.com	3	Endcadantor Direct	Rekilin	air_handler	air_conditioner	2.9							5073
grhymes@konmatfix.com	4	Zeenipentor	Varnipentor	air_handler	air_conditioner	2.9							6720
grhymes@konmatfix.com	5	Upweror WorldWide Corp.	Tuphupimower	air_handler	heatpump			28.0	52.9				6358
grhymes@konmatfix.com	6	Thrupebinan Holdings	Insapepazz	air_handler	heatpump			25.6	23.3				3704
grochin@opentech.com	1	Parsapax WorldWide	Embanexover	air_handler	heatpump			23.5	44.4				10803
grodeigues@hatfan.com	1	Parpickicentor Inc		air_handler	heater		electric						8763
grodeigues@hatfan.com	2	Tiphupex Direct	Parfropinower	air_handler	air_conditioner	1.8							6537
grodeigues@hatfan.com	3	Bartanefin International	Suprobupover	water_heater						electric	74.1	108	4928
grodeigues@hatfan.com	4	Reweror Holdings Company	Varjubepentor	air_handler	heatpump,heater		electric	20.1	42.1				9291
grodeigues@treequote.com	1	Emdudistor	Lommunedgantor	water_heater						gas	91.4		11416
grodeigues@treequote.com	2	Klikilollex Holdings	Embanilover	water_heater						electric	33.9	183	11740
grodeigues@treequote.com	3	Thrunipexentor		air_handler	heatpump			14.7	28.7				13953
grodeigues@treequote.com	4	Adwerower International Inc	Lomfropefover	air_handler	heater		electric						15610
grodenberger@lexiqvolax.com	1	Bartanollover WorldWide	Suppebower	air_handler	heatpump			21.9	35.0				5822
grodenberger@lexiqvolax.com	2	Parfropicator International	Monfroponax	air_handler	heater		gas						6569
grodenberger@lexiqvolax.com	3	Qwicadistor Direct	Varcadentor	air_handler	heater		gas						6104
growling@konex.com	1	Renipicator WorldWide	Mondimamentor	air_handler	heatpump			21.1	42.7				8432
groyster@doncon.com	1	Unweropax Direct	Zeenipaquazz	water_heater						electric	10.1		13951
grulapaugh@codehow.com	1	Lomtumower Holdings Corp.		air_handler	heatpump			24.5	36.6				12352
gryser@codehow.com	1	Unwerpilax Holdings Group	Tupmunimin	air_handler	air_conditioner	2.6							10381
gsahagun@rangreen.com	1	Frorobex Holdings Group	Adjubamantor	air_handler	heatpump			15.1	56.8				5279
gsahagun@rangreen.com	2	Emtinicator WorldWide		water_heater						electric	23.9	113	2499
gsahagun@rangreen.com	3	Klifropegex Company	Suprobedicator	air_handler	heatpump			23.7	40.5				3720
gsahagun@rangreen.com	4	Surtanegower		air_handler	heater		electric						5269
gsahagun@rangreen.com	5	Adtanazz Group	Upquestazz	air_handler	heater		electric						4580
gsahagun@rangreen.com	6	Dopsipantor International	Inpebilicator	water_heater						thermosolar	36.7	101	4461
gsahagun@rangreen.com	7	Dopkilaquazz Group	Qwipebinar	air_handler	heater,air_conditioner	5.5	electric						4789
gsamara@mathtouch.com	1	Zeezapefin	Upwerpackan	air_handler	heater		electric						4614
gsamara@mathtouch.com	2	Cipwerpower WorldWide Company	Intumollazz	air_handler	heatpump,air_conditioner,heater	1.4	electric	20.8	54.3				6789
gsamara@mathtouch.com	3	Thrucadantor WorldWide	Froericar	air_handler	air_conditioner	1.2							3173
gsamara@mathtouch.com	4	Varfropazz Direct Group	Rapweredax	air_handler	air_conditioner	2.0							3771
gsamara@mathtouch.com	5	Intanepin International		air_handler	heater		electric						3532
gsamara@mathtouch.com	6	Qwierover	Zeeerackistor	air_handler	air_conditioner	1.3							3276
gsamu@funholding.com	1	Uppickin		water_heater						gas	27.7	109	12580
gsamu@funholding.com	2	Unzapicicator Holdings	Doptanefover	air_handler	air_conditioner	3.9							10422
gsamu@funholding.com	3	Recadin Group	Intanefex	air_handler	heatpump			24.8	40.2				12531
gsamu@funholding.com	4	Emsapower WorldWide	Hapjubamor	air_handler	heater		gas						9352
gsamu@warephase.com	1	Tupvenin Direct Inc	Frojubistor	water_heater						thermosolar	91.5	96	22733
gsaras@doncon.com	1	Rerobazz	Suprobower	air_handler	air_conditioner	5.2							8167
gsaras@doncon.com	2	Indudedgan Holdings	Tuppickegin	air_handler	air_conditioner	4.6							7008
gsaras@doncon.com	3	Rehupommantor Holdings Corp.	Emsapopar	air_handler	air_conditioner	5.6							7664
gsaras@doncon.com	4	Dopdimaquor Holdings Company	Qwierazz	air_handler	heater		electric						7693
gsaras@doncon.com	5	Unrobomman WorldWide	Thrutumaquentor	air_handler	heater		electric						8139
gsaras@doncon.com	6	Lomfropor	Thrufropamin	air_handler	air_conditioner	9.6							5697
gsaras@doncon.com	7	Inglibentor WorldWide		air_handler	air_conditioner	2.2							9382
gsarbacher@conecom.com	1	Qwiquestentor Company	Revenistor	air_handler	heatpump			32.6	37.5				10664
gsarbacher@conecom.com	2	Klipickan WorldWide Company		air_handler	heatpump			21.9	39.0				8673
gsarbacher@conecom.com	3	Cipnipax	Endwerover	air_handler	heater,air_conditioner	3.4	electric						17344
gsarbacher@conecom.com	4	Frodudollazz Corp.	Uprobegor	air_handler	heater		gas						8911
gschieler@finhigh.com	1	Recadin Group	Cipcadommor	air_handler	heater		electric						6152
gschieler@finhigh.com	2	Emsipimax Holdings	Enderaquazz	air_handler	heatpump			31.0	45.0				3496
gschieler@finhigh.com	3	Cipquestonax Holdings	Suppebackin	air_handler	air_conditioner,heater	1.6	electric						8131
gschieler@finhigh.com	4	Frorobex Holdings Group		air_handler	air_conditioner	1.1							4485
gschieler@finhigh.com	5	Tupkilexower Direct	Endnipentor	air_handler	heatpump			17.9	56.5				3558
gschieler@finhigh.com	6	Zeepickimar WorldWide Corp.		air_handler	air_conditioner,heatpump	3.4		21.1	45.2				7387
gschoeneck@y-corporation.com	1	Doptaninin Holdings Inc	Resipar	air_handler	air_conditioner	3.5							19508
gscriven@plexzap.com	1	Doperin	Tiptanan	air_handler	heatpump,heater		gas	19.6	45.5				5724
gscriven@plexzap.com	2	Varwerinazz	Lomhupepar	air_handler	heatpump			17.6	61.4				3156
gscriven@plexzap.com	3	Hapkilantor	Monzapicator	water_heater						gas	18.8	127	4262
gsengbusch@treequote.com	1	Zeetanazz	Inpickewower	air_handler	heatpump,air_conditioner	3.5		15.7	44.9				7148
gsengbusch@treequote.com	2	Raptumedower Inc	Winrobonan	air_handler	heatpump			25.8	41.2				5969
gsengbusch@treequote.com	3	Winrobupex WorldWide	Emnipommistor	water_heater						thermosolar	36.9	107	3837
gsengbusch@treequote.com	4	Resapollower Holdings		air_handler	air_conditioner	2.7							5065
gshadrick@plusstrip.com	1	Endmunistor WorldWide	Inzapaquantor	air_handler	air_conditioner	4.5							21093
gshire@kinnamplus.com	1	Klisipor	Endglibonower	air_handler	heater		gas						14622
gshire@kinnamplus.com	2	Tiphupantor WorldWide Inc	Cipzapaquar	air_handler	air_conditioner	2.4							10688
gshire@kinnamplus.com	3	Winkilinan International	Thruglibantor	air_handler	heater		electric						9887
gshire@kinnamplus.com	4	Cipcadollan International	Lomweregor	air_handler	air_conditioner	8.4							11973
gsilvestrini@ron-tech.com	1	Thruweraquicator Holdings	Qwiwerpicar	air_handler	heatpump,heater		gas	27.4	61.9				5662
gsilvestrini@toughzap.com	1	Lomdudicator International		air_handler	heatpump			28.9	43.6				11549
gsimilton@kan-code.com	1	Supfropan Holdings		air_handler	air_conditioner	1.3							8017
gsimilton@kan-code.com	2	Endmunewicator Group	Rapfroponover	water_heater						gas	62.2		6082
gsimilton@kan-code.com	3	Parquestor Corp.	Trudimadantor	water_heater						gas	93.9	107	6386
